category,term,definition,context
コンテキスト管理・信頼性,構造化データによるコンテキスト最適化,"ダウンストリームエージェントのコンテキスト予算が限られている場合に、冗長なコンテンツの代わりに構造化データ（主要事実、引用）を返す。",アップストリームエージェントの出力最適化。
コンテキスト管理・信頼性,適切なエスカレーショントリガー,"顧客の人間への明示的要求、ポリシーの例外/ギャップ、有意義な進展不能の3つ。",サンプル問題3の正解根拠。感情や信頼度スコアは信頼性の低い代理指標。
コンテキスト管理・信頼性,即座のエスカレーション vs 解決提案,"顧客が明示的に人間を要求→即座にエスカレーション。問題が単純明快→解決を提案し、希望繰り返し時のみエスカレーション。",エスカレーション判断の具体的フロー。
コンテキスト管理・信頼性,感情ベースのエスカレーション（アンチパターン）,"感情分析によるエスカレーション判断は信頼性が低い。感情はケースの複雑さと相関しない。",サンプル問題3で不正解選択肢。
コンテキスト管理・信頼性,自己報告信頼度スコア（アンチパターン）,"LLMの自己報告信頼度はキャリブレーションが不十分。困難なケースで誤って自信を持つことがある。",エスカレーション判断の代理指標としては不適切。
コンテキスト管理・信頼性,ポリシーギャップでのエスカレーション,"ポリシーが曖昧または顧客の具体的リクエストに沈黙している場合にエスカレーションする。",ポリシーの不在自体がエスカレーション理由になる。
コンテキスト管理・信頼性,複数マッチ時の明確化要求,"ツール結果が複数マッチを返した場合、ヒューリスティックで選択せず追加の識別子を求める。",ヒューリスティック選択はアンチパターン。
コンテキスト管理・信頼性,構造化エラーコンテキスト,"障害タイプ、試行クエリ、部分的結果、代替アプローチを含む構造化エラー報告。","サンプル問題8の正解。汎用的な「検索利用不可」は価値あるコンテキストを隠す。"
コンテキスト管理・信頼性,アンチパターン: エラーの黙殺,"エラーを黙って抑制し空結果を成功として返すこと。リカバリーを防ぎ不完全な出力を生む。",ワークフロー全体終了と並ぶ2大アンチパターン。
コンテキスト管理・信頼性,アンチパターン: 単一障害でのワークフロー全体終了,"1つのサブエージェントの障害でワークフロー全体を終了すること。部分的結果で進行可能な場合もある。",エラー黙殺と並ぶ2大アンチパターン。
コンテキスト管理・信頼性,カバレッジアノテーション,"どの知見が十分にサポートされ、どのトピック領域にギャップがあるかを示す統合出力の注釈。",部分的結果で進む場合の品質保証メカニズム。
コンテキスト管理・信頼性,コンテキスト劣化,"拡張セッションでモデルが一貫性のない回答を始め、「典型的なパターン」を参照する現象。",スクラッチパッドファイルや/compactで対処。
コンテキスト管理・信頼性,スクラッチパッドファイル,"コンテキスト境界を越えて主要な知見を永続化するファイル。発見事項を記録し後続の質問で参照する。",コンテキスト劣化への対策。ファイルシステムを外部メモリとして活用。
コンテキスト管理・信頼性,サブエージェント委任によるコンテキスト隔離,"冗長な探索出力を隔離するためにサブエージェントに委任し、メインエージェントが高レベルの理解を調整する。",コンテキストウィンドウの効率的利用。
コンテキスト管理・信頼性,クラッシュリカバリー（マニフェスト）,"各エージェントが既知の場所に構造化状態をエクスポートし、再開時にマニフェストをロードする設計パターン。",障害耐性のある大規模コードベース探索の設計。
コンテキスト管理・信頼性,/compactコマンド,"コンテキストウィンドウを圧縮するコマンド。長いセッションでトークン使用量を管理する。CLI操作としても使用可能。",コンテキスト劣化への即座の対処法。
コンテキスト管理・信頼性,大規模コードベースの並列探索パターン,"Taskツールで複数サブエージェントにディレクトリやモジュールを分割して並列探索し、結果をマージする手法。",大規模コードベース探索の効率化パターン。
コンテキスト管理・信頼性,集計精度メトリクスの落とし穴,"全体97%の精度でも、特定のドキュメントタイプやフィールドで低パフォーマンスが隠れている可能性がある。",セグメント別の精度検証が必要な理由。
コンテキスト管理・信頼性,層化ランダムサンプリング,"高信頼度抽出のエラー率を測定し新規エラーパターンを検出するためのサンプリング手法。",人間レビューワークフローの設計要素。
コンテキスト管理・信頼性,フィールドレベルの信頼度スコア,"モデルにフィールドごとの信頼度を出力させ、ラベル付きバリデーションセットでキャリブレーションする。",低信頼度の抽出を人間レビューにルーティング。
コンテキスト管理・信頼性,ドキュメントタイプ別・フィールド別の精度検証,"人間レビューを削減する前に、すべてのセグメントにわたる一貫したパフォーマンスを検証する。",自動化の信頼性確保の前提条件。
コンテキスト管理・信頼性,ソース帰属の喪失,"クレーム-ソースマッピングを保持せずに知見が圧縮される際に、要約ステップ中にソース帰属が失われる問題。",構造化クレーム-ソースマッピングの必要性の根拠。
コンテキスト管理・信頼性,構造化クレーム-ソースマッピング,"ソースURL、ドキュメント名、関連抜粋をクレームに紐付けた構造化データ。統合時に保持・マージする。",統合時の帰属保持の基本メカニズム。
コンテキスト管理・信頼性,矛盾するソースデータの処理,"信頼性の高いソースからの矛盾する統計を任意に選択するのではなく、ソース帰属で矛盾をアノテーションする。",「どちらが正しいか」判断ではなく両方提示する設計が正解。
コンテキスト管理・信頼性,時間的データの公開日/収集日,"時間的差異が矛盾として誤解されるのを防ぐために、構造化出力に公開日またはデータ収集日を要求する。",同じ指標でも時点が異なれば値が異なるのは正常。
コンテキスト管理・信頼性,コンテンツタイプ別レンダリング,"統合出力で金融データはテーブル、ニュースは散文、技術的知見は構造化リスト等、適切にレンダリングする。",すべてを統一フォーマットに変換するのはアンチパターン。
試験概要,合格スコア,"スケールドスコア720/1000が最低合格ライン。100〜1,000のスケールドスコアで報告。",推測によるペナルティはない。未回答は不正解扱い。
試験概要,試験のドメイン構成と配点,"ドメイン1: エージェントアーキテクチャ(27%)、ドメイン2: ツール設計(18%)、ドメイン3: Claude Code(20%)、ドメイン4: プロンプトエンジニアリング(20%)、ドメイン5: コンテキスト管理(15%)",ドメイン1が最大配点。ドメイン1+5で42%を占める。
試験概要,シナリオベース出題,"6シナリオから4シナリオがランダム選出。各シナリオがリアルな本番コンテキストを提示。",概念知識だけでなく実践的な判断力が問われる。
試験概要,シナリオ1: カスタマーサポート解決エージェント,"Agent SDKでサポートエージェントを構築。MCPツールでバックエンド連携。80%以上のファーストコンタクト解決率が目標。",ドメイン1/2/5が関連。エスカレーション判断が頻出。
試験概要,シナリオ2: Claude Codeによるコード生成,"Claude Codeの設定とカスタマイズ。CLAUDE.md、スラッシュコマンド、プランモード vs 直接実行。",ドメイン3/5が関連。設定階層の理解が問われる。
試験概要,シナリオ3: マルチエージェントリサーチシステム,"コーディネーター+専門サブエージェント構成。Web検索、ドキュメント分析、統合、レポート生成。",ドメイン1/2/5が関連。タスク分解とソース帰属が頻出。
試験概要,シナリオ4: 開発者生産性ツール,"Agent SDKでコードベース探索・自動化ツール構築。組み込みツールとMCPサーバーの統合。",ドメイン2/3/1が関連。ツール選択と段階的理解が問われる。
試験概要,シナリオ5: CI/CDのためのClaude Code,"自動コードレビュー、テスト生成、PRフィードバック。-pフラグ、構造化出力、レビュー品質。",ドメイン3/4が関連。非対話モードとセッション隔離が頻出。
試験概要,シナリオ6: 構造化データ抽出,"非構造化ドキュメントからの情報抽出。JSONスキーマ、バリデーション、バッチ処理。",ドメイン4/5が関連。スキーマ設計とリトライ戦略が頻出。
試験概要,試験範囲外: ファインチューニング・内部アーキテクチャ,"ファインチューニング、内部アーキテクチャ、トレーニングプロセス、Constitutional AI、RLHFは出題されない。",これらの知識は試験対策として不要。
試験概要,試験範囲外: インフラ・認証・課金,"MCPサーバーのデプロイ/ホスティング、API認証、請求、レート制限、OAuth、クラウドプロバイダー設定は出題されない。",実装の「使い方」は出題されるが「インフラ構築」は範囲外。
試験概要,試験範囲外: ビジョン・ストリーミング・エンベディング,"ビジョン/画像分析、ストリーミングAPI、エンベディング、ベクトルDB、コンピュータ使用は出題されない。",これらの機能は試験対策として不要。
