category,term,definition,context
Section13,probe,"調査する、探る / 探査機","Reporters probed into the politician's financial records."
Section13,expose,"暴露する、さらす（reveal / uncover）","The investigation exposed widespread fraud in the industry."
Section13,tabloid,"タブロイド紙、大衆紙","The tabloid published sensational stories about celebrities."
Section13,correspondent,"（手紙の）通信者、特派員","She has been a foreign correspondent for over a decade."
Section13,literate,"読み書きができる、教養のある（⇔ illiterate）","Being digitally literate is essential in the modern workplace."
Section13,literacy,"読み書きの能力、リテラシー","The government launched a campaign to improve adult literacy."
Section13,medium,"①媒体、手段 ②中間の（middle）","Television remains an influential medium for advertising."
Section13,archive,"保管所、アーカイブ / 保管する","The film archive contains thousands of classic movies."
Section13,anonymous,"匿名の（unnamed / unidentified）","The donation was made by an anonymous benefactor."
Section13,breaking news,"速報、臨時ニュース","We interrupted the program to bring you this breaking news."
Section13,correspondent,"特派員（reporter stationed abroad）","Our Washington correspondent has the latest update."
Section13,propaganda,"宣伝、プロパガンダ","The regime used propaganda to control public opinion."
Section13,publicize,"…を広く知らせる、宣伝する","They publicized the event through social media."
Section13,periodical,"定期刊行物","The library subscribes to numerous academic periodicals."
Section13,novice,"初心者、新米（beginner / newcomer）","The workshop is designed for novices with no prior experience."
Section13,chronicle,"年代記、記録 / 記録する","The book chronicles the rise and fall of the empire."
Section13,recap,"要約する、要点をまとめる（summarize）","Let me recap the main points of today's discussion."
Section14,profession,"専門的職業（career）","Teaching is a noble profession."
Section14,professional,"専門的な、プロの / 専門家","She is a professional photographer."
Section14,career,"経歴、職業（profession）","He decided to pursue a career in medicine."
Section14,occupation,"職業、占領（job / vocation）","Please state your name and occupation on the form."
Section14,qualification,"資格、条件（credential）","You need a teaching qualification to work at this school."
Section14,qualify,"資格を与える、資格を得る","She qualified as a lawyer after passing the bar exam."
Section14,resume,"履歴書（CV）/ 再開する","Please attach your resume when you apply for the position."
Section14,recruit,"…を採用する、募集する / 新人","The company recruits graduates from top universities."
Section14,recruitment,"採用、求人","The recruitment process takes about two months."
Section14,retire,"退職する、引退する","He plans to retire at the age of sixty-five."
Section14,retirement,"退職、引退","She is saving for her retirement."
Section14,pension,"年金","The pension system needs significant reform."
Section14,promotion,"昇進 / 販売促進","She received a promotion to senior manager."
Section14,promote,"①昇進させる ②促進する ③宣伝する","The company promoted him to vice president."
Section14,overtime,"残業、超過勤務","She worked overtime every day last week."
Section14,subordinate,"部下の、下位の / 部下（⇔ superior）","He treats his subordinates with respect."
Section14,apprentice,"見習い、徒弟（trainee）","He started as an apprentice in a carpentry workshop."
Section14,vocation,"天職、使命（calling）","She felt that nursing was her true vocation."
Section14,vocational,"職業の、職業訓練の","The school offers vocational training in various trades."
Section14,lay off,"…を一時解雇する","The factory laid off two hundred workers."
Section14,layoff,"一時解雇、レイオフ","The layoffs affected employees across all departments."
Section14,wage,"賃金（pay / earnings）","The minimum wage was raised last month."
Section14,salary,"給料（固定給）","Her annual salary is competitive for the industry."
Section14,enterprise,"企業、事業（business / venture）","The enterprise expanded into overseas markets."
Section14,executive,"幹部、重役 / 経営の","The executive made a bold decision to restructure the company."
Section14,colleague,"同僚（coworker / associate）","I discussed the project with my colleagues over lunch."
Section14,interview,"面接、インタビュー","She had a job interview at a major consulting firm."
Section14,competent,"有能な、能力のある（capable / skilled）","We need a competent manager to lead the team."
Section14,expertise,"専門知識、専門技術","His expertise in data science is widely recognized."
Section14,intern,"実習生、インターン","She worked as an intern at a law firm during the summer."
Section14,internship,"インターンシップ、実習期間","The internship program lasts for three months."
Section14,delegate,"代表者、委任する","The manager delegated the task to her assistant."
Section14,supervise,"監督する、管理する（oversee）","She supervises a team of fifteen engineers."
Section14,supervisor,"監督者、管理者","Please report the issue to your supervisor."
Section14,resign,"辞任する、辞職する（quit / step down）","The CEO resigned after the financial scandal."
Section14,resignation,"辞任、辞職","Her resignation came as a surprise to the entire company."
Section14,applicant,"応募者、志願者（candidate）","There were over two hundred applicants for the position."
Section14,apply,"①応募する ②適用する ③当てはまる","He applied for a position at a tech startup."
Section14,application,"①応募、申請 ②応用 ③アプリ","The application deadline is the end of this month."
Section14,permanent,"永続的な、正規の（⇔ temporary）","She was offered a permanent position after her trial period."
Section14,temporary,"一時的な、臨時の（⇔ permanent）","He found temporary employment at a warehouse."
Section14,full-time,"常勤の、フルタイムの（⇔ part-time）","She switched from part-time to full-time work."
Section14,probation,"試用期間 / 保護観察","New employees must complete a six-month probation period."
Section14,referral,"紹介、推薦","She got the job through a referral from a former professor."
Section14,merit,"長所、功績（advantage / virtue）","Each candidate was evaluated on merit alone."
Section14,tenure,"在職期間、在任期間","During his tenure as director the company tripled its revenue."
Section14,workforce,"労働力、全従業員","The workforce has become more diverse in recent years."
Section14,compensation,"報酬、補償（pay / remuneration）","The compensation package includes health insurance and bonuses."
Section14,dismiss,"解雇する、退ける（fire / discharge）","He was dismissed for repeated violations of company policy."
Section14,dismissal,"解雇、却下","The employee filed a complaint against unfair dismissal."
Section14,workload,"仕事量、業務量","The heavy workload caused several employees to burn out."
Section14,freelance,"フリーランスの、自由契約の","She works as a freelance graphic designer."
Section14,pursue,"追求する、従事する（seek / follow）","He decided to pursue a career in international development."
Section14,demanding,"要求の厳しい、きつい（challenging）","The job is demanding but highly rewarding."
Section15,investment,"投資（funding）","Real estate investment requires careful market analysis."
Section15,invest,"投資する","She invested a large sum in renewable energy stocks."
Section15,investor,"投資家","The startup attracted several major investors."
Section15,stock,"株式 / 在庫 / 蓄え","The stock market experienced a sharp decline yesterday."
Section15,inflation,"インフレーション、物価上昇（⇔ deflation）","The central bank raised interest rates to control inflation."
Section15,budget,"予算 / 予算を組む","The government announced a new budget for the fiscal year."
Section15,revenue,"収入、歳入（income / earnings）","The company's annual revenue exceeded ten billion dollars."
Section15,deficit,"赤字、不足（⇔ surplus）","The trade deficit has widened over the past decade."
Section15,debt,"負債、借金（liability）","The country is struggling with a massive national debt."
Section15,deposit,"①預金、手付金 ②…を預ける","She made a deposit of five thousand dollars."
Section15,mortgage,"住宅ローン、抵当","They took out a mortgage to buy their first house."
Section15,interest rate,"金利、利率","The central bank lowered the interest rate to stimulate growth."
Section15,currency,"通貨（money）","The local currency has depreciated against the dollar."
Section15,transaction,"取引、売買（deal）","All financial transactions are recorded electronically."
Section15,bankrupt,"破産した / 破産させる","The company went bankrupt due to poor management."
Section15,bankruptcy,"破産、倒産","The firm filed for bankruptcy last quarter."
Section15,subsidy,"助成金、補助金（grant）","The government provides subsidies to support small farmers."
Section15,subsidize,"…に助成金を出す","The state subsidizes public transportation."
Section15,commodity,"商品、日用品（goods / product）","Oil is one of the most traded commodities in the world."
Section15,fiscal,"財政の、会計の","The fiscal year ends in March in Japan."
Section15,dividend,"配当金","The company declared a dividend of three dollars per share."
Section15,asset,"資産（⇔ liability）","The company's total assets amount to several billion dollars."
Section15,recession,"景気後退、不況（downturn / slump）","The global recession caused widespread unemployment."
Section15,surplus,"黒字、余剰（⇔ deficit）","The country reported a trade surplus for the first time in years."
Section15,tariff,"関税（duty / customs）","The government imposed a tariff on imported steel."
Section15,quota,"割り当て、ノルマ","Import quotas were introduced to protect domestic industries."
Section15,bond,"債券 / 絆","Government bonds are considered a safe investment."
Section15,share,"株式、持ち分 / 分け合う","The share price rose sharply after the earnings report."
Section15,profit,"利益、収益（⇔ loss）","The company reported a net profit of two million dollars."
Section15,profitable,"利益のある、収益性の高い","The new product line turned out to be highly profitable."
Section15,loss,"損失、赤字（⇔ profit）","The firm posted a loss of fifty million dollars."
Section15,depress,"①落ち込ませる ②（経済を）不況にする","The pandemic depressed consumer spending significantly."
Section15,depression,"不況、うつ病","The Great Depression of the 1930s devastated economies worldwide."
Section15,account,"口座 / 説明","She opened a savings account at the local bank."
Section15,finance,"財政、金融 / 融資する","He studied finance at a business school."
Section15,financial,"財政の、金融の","The company is in a difficult financial situation."
Section15,loan,"ローン、貸付金","He took out a student loan to pay for tuition."
Section15,interest,"①利子 ②関心 ③利益","The bank charges five percent interest on personal loans."
Section15,withdraw,"①引き出す ②撤退する","She withdrew ten thousand yen from the ATM."
Section15,withdrawal,"引き出し、撤退","The withdrawal of troops began last month."
Section15,accumulate,"蓄積する、たまる（amass / build up）","He accumulated a fortune through wise investments."
Section15,speculate,"投機する、推測する","Investors speculated on the company's future growth."
Section15,speculation,"投機、推測","There is widespread speculation about a possible merger."
Section15,yield,"①生み出す、産出する ②利回り ③譲る","The bond yields a return of three percent annually."
Section15,tax,"税金 / 課税する","Income tax accounts for a large portion of government revenue."
Section15,taxation,"課税、税制","The government reformed the taxation system."
Section15,expenditure,"支出、経費（spending / outlay）","Government expenditure on education has increased this year."
Section15,audit,"会計監査 / 監査する","An independent firm conducted the annual audit."
Section15,exempt,"免除された / 免除する","Certain goods are exempt from sales tax."
Section15,reimburse,"…に払い戻す、弁償する","The company will reimburse you for travel expenses."
Section15,affluent,"裕福な（wealthy / prosperous）","The affluent neighborhood has many luxury shops."
Section15,thrive,"繁栄する、成功する（prosper / flourish）","Small businesses can thrive in a supportive economic environment."
Section15,depreciate,"①価値が下がる ②減価償却する","The currency depreciated sharply against the euro."
Section15,depreciation,"減価償却、価値低下","Depreciation of assets is recorded annually in the financial statements."
Section15,equity,"①株式、自己資本 ②公平","The company raised capital by issuing new equity."
Section16,democracy,"民主主義、民主政治","Democracy requires active participation from its citizens."
Section16,democratic,"民主主義の、民主的な","The country held its first democratic elections."
Section16,diplomacy,"外交、外交手腕","Diplomacy is often more effective than military force."
Section16,diplomat,"外交官","The diplomat negotiated a peace agreement between the two nations."
Section16,diplomatic,"外交の、外交的な","A diplomatic solution was reached after months of talks."
Section16,treaty,"条約、協定（agreement / pact）","The two countries signed a peace treaty."
Section16,cabinet,"内閣 / 飾り棚","The prime minister reshuffled the cabinet last week."
Section16,legislation,"法律、立法（law / statute）","New legislation was passed to protect consumer rights."
Section16,legislate,"法律を制定する","Congress legislated stricter regulations on emissions."
Section16,congress,"議会、国会","Congress approved the new trade agreement."
Section16,campaign,"選挙運動、キャンペーン","She launched her campaign for mayor."
Section16,ballot,"投票用紙、投票","Citizens cast their ballots at local polling stations."
Section16,regime,"政権、体制","The authoritarian regime restricted freedom of speech."
Section16,sanction,"制裁 / 認可する","Economic sanctions were imposed on the country."
Section16,sovereignty,"主権、統治権","Each nation has the right to defend its sovereignty."
Section16,sovereign,"主権のある、最高の / 君主","The island became a sovereign state after independence."
Section16,bureaucracy,"官僚制度、お役所主義","Excessive bureaucracy slows down the approval process."
Section16,bureaucrat,"官僚","Senior bureaucrats shaped the details of the new policy."
Section16,refugee,"難民","Millions of refugees fled the conflict zone."
Section16,ideology,"イデオロギー、思想体系","Political ideology shapes the policies of each party."
Section16,amendment,"修正、改正（revision / modification）","The amendment to the constitution was ratified by all states."
Section16,amend,"修正する、改正する","The committee amended the bill before the final vote."
Section16,conservative,"保守的な（⇔ liberal / progressive）","The conservative candidate emphasized traditional values."
Section16,liberal,"自由主義の、進歩的な（⇔ conservative）","Liberal policies tend to focus on social welfare."
Section16,alliance,"同盟、提携（coalition / partnership）","The two parties formed an alliance to win the election."
Section16,ally,"同盟国、味方 / 同盟する","Japan and the United States have been allies for decades."
Section16,poll,"世論調査、投票","Recent polls show a tight race between the two candidates."
Section16,constitution,"憲法、構成","The constitution guarantees freedom of expression."
Section16,constitutional,"憲法の、合憲の","The court ruled the law was constitutional."
Section16,veto,"拒否権、拒否する","The president exercised his veto on the spending bill."
Section16,administration,"政権、管理、行政","The new administration introduced sweeping reforms."
Section16,reform,"改革、改善 / 改革する","Education reform is a priority for the government."
Section16,policy,"政策、方針","The government announced a new foreign policy."
Section16,republic,"共和国","France became a republic after the revolution."
Section16,revolution,"革命、大変革","The industrial revolution transformed society."
Section16,revolutionary,"革命的な / 革命家","The invention was revolutionary in the field of medicine."
Section16,govern,"統治する、支配する","The country is governed by a constitutional monarchy."
Section16,governor,"知事、総督","The governor signed the bill into law."
Section16,parliament,"議会、国会","Parliament debated the proposed tax reform."
Section16,minister,"大臣、閣僚","The foreign minister attended the summit in Geneva."
Section16,ministry,"省、省庁","The Ministry of Education issued new guidelines."
Section16,authority,"権威、当局 / 権限","The local authority approved the construction project."
Section16,authorize,"…を認可する、権限を与える","The board authorized the release of additional funds."
Section16,elect,"選ぶ、選出する","She was elected president by a large margin."
Section16,election,"選挙","The next general election will be held in November."
Section16,welfare,"福祉、幸福","The government increased spending on social welfare."
Section16,candidate,"候補者（applicant / nominee）","Three candidates are running for the position of governor."
Section16,negotiate,"交渉する（bargain / discuss）","The two sides negotiated a compromise on trade regulations."
Section16,negotiation,"交渉","The negotiations lasted for several weeks."
Section16,territory,"領土、領域（domain / region）","The border dispute involved contested territory."
Section16,petition,"請願、嘆願書 / 請願する","Citizens signed a petition against the proposed highway."
Section16,dominate,"支配する、優位に立つ","One party dominated the political landscape for decades."
Section16,domestic,"国内の、家庭の（⇔ foreign）","The president focused on domestic issues rather than foreign policy."
Section16,civil,"市民の、民事の","Civil liberties must be protected under the law."
Section16,civilian,"民間人、一般市民（⇔ military）","The conflict caused many civilian casualties."
Section16,oppress,"…を抑圧する、圧迫する","The government oppressed ethnic minorities for years."
Section16,oppression,"抑圧、圧制","The people rose up against political oppression."
Section17,experiment,"実験 / 実験する（test / trial）","The experiment confirmed the researcher's hypothesis."
Section17,experimental,"実験の、試験的な","The drug is still in the experimental stage."
Section17,hypothesis,"仮説（assumption / theory）","The scientist proposed a hypothesis about the origin of the universe."
Section17,analysis,"分析（examination / assessment）","A thorough analysis of the data revealed unexpected patterns."
Section17,analyze,"分析する","We need to analyze the results more carefully."
Section17,laboratory,"実験室、研究室（lab）","The laboratory is equipped with the latest technology."
Section17,observe,"①観察する ②（法律を）順守する","Scientists observed the behavior of the species in its natural habitat."
Section17,observation,"観察、観測","The observation of distant galaxies requires powerful telescopes."
Section17,theory,"理論、学説（⇔ practice）","Einstein's theory of relativity changed our understanding of physics."
Section17,theoretical,"理論的な、理論上の（⇔ practical）","The idea sounds good in theoretical terms but lacks practical evidence."
Section17,microscope,"顕微鏡","The bacteria can only be seen under a microscope."
Section17,molecule,"分子","Water is composed of two hydrogen atoms and one oxygen molecule."
Section17,molecular,"分子の","Molecular biology has advanced significantly in the past decade."
Section17,atom,"原子","An atom is the smallest unit of a chemical element."
Section17,atomic,"原子の","Atomic energy can be used for both peaceful and destructive purposes."
Section17,formula,"公式、化学式 / 処方","The mathematical formula is used to calculate velocity."
Section17,evolution,"進化、発展","The theory of evolution explains how species change over time."
Section17,evolve,"進化する、発展する","Technology has evolved rapidly over the last few decades."
Section17,gene,"遺伝子","Scientists identified the gene responsible for the disorder."
Section17,genetic,"遺伝の、遺伝子の","Genetic engineering has opened up new possibilities in agriculture."
Section17,biology,"生物学","She majored in biology at university."
Section17,biological,"生物学の、生物の","The biological impact of pollution is well documented."
Section17,chemistry,"化学","Chemistry explains how substances interact with each other."
Section17,chemical,"化学の / 化学物質","Exposure to harmful chemicals can cause serious health problems."
Section17,physics,"物理学","He won the Nobel Prize in physics."
Section17,oxygen,"酸素","Plants produce oxygen through photosynthesis."
Section17,hydrogen,"水素","Hydrogen fuel cells are a promising clean energy source."
Section17,carbon,"炭素","Carbon emissions must be reduced to combat climate change."
Section17,specimen,"標本、見本（sample）","The museum displays rare plant specimens from around the world."
Section17,fossil,"化石 / 化石の","Scientists discovered a fossil of an ancient marine creature."
Section17,phenomenon,"現象（event / occurrence）","The northern lights are a spectacular natural phenomenon."
Section17,phenomena,"現象（phenomenonの複数形）","Weather phenomena such as El Nino affect global climate patterns."
Section17,astronaut,"宇宙飛行士","The astronaut spent six months on the International Space Station."
Section17,orbit,"軌道 / 軌道を回る","The satellite orbits the Earth every ninety minutes."
Section17,gravity,"重力、引力","Newton's law of gravity explains why objects fall to the ground."
Section17,particle,"粒子、微粒子","Subatomic particles are the building blocks of matter."
Section17,cell,"細胞 / 独房 / 電池","Each cell in the human body contains genetic information."
Section17,cellular,"細胞の","Cellular research has led to breakthroughs in cancer treatment."
Section17,bacteria,"細菌、バクテリア","Harmful bacteria can cause food poisoning."
Section17,virus,"ウイルス","The virus spread quickly across several countries."
Section17,vaccine,"ワクチン","A vaccine against the disease was developed within a year."
Section17,stem cell,"幹細胞","Stem cell research holds promise for treating many diseases."
Section17,radiation,"放射線、放射能","Excessive exposure to radiation can damage human cells."
Section17,data,"データ、資料","The data suggests a strong correlation between the two variables."
Section17,variable,"変数 / 変わりやすい","The experiment tested several independent variables."
Section17,synthesize,"合成する、統合する","The lab was able to synthesize the compound artificially."
Section17,synthetic,"合成の、人工の（artificial）","Synthetic materials are widely used in the clothing industry."
Section17,fraction,"①分数 ②わずかな部分","Only a fraction of the ocean floor has been explored."
Section17,diameter,"直径","The diameter of the tunnel is approximately ten meters."
Section17,mechanism,"仕組み、メカニズム","Scientists are studying the mechanism of how the brain stores memories."
Section17,breakthrough,"画期的進歩、突破口","The discovery was a major breakthrough in cancer research."
Section17,clone,"クローン / クローンを作る","Scientists successfully cloned the animal in the laboratory."
Section17,dimension,"次元、寸法","The model exists in three dimensions."
Section18,pollution,"汚染、公害","Air pollution is a serious threat to public health."
Section18,pollute,"…を汚染する（contaminate）","Factories pollute the river with industrial waste."
Section18,pollutant,"汚染物質","The government set limits on pollutants from vehicles."
Section18,emission,"排出、放出","Carbon dioxide emissions contribute to global warming."
Section18,emit,"放出する、発する","The factory emits large amounts of greenhouse gases."
Section18,toxic,"有毒な（poisonous / harmful）","Toxic chemicals leaked into the groundwater."
Section18,recycle,"リサイクルする、再利用する","We should recycle paper and plastic to reduce waste."
Section18,ecosystem,"生態系","The oil spill devastated the marine ecosystem."
Section18,deforestation,"森林破壊、森林伐採","Deforestation in the Amazon has accelerated in recent years."
Section18,drought,"干ばつ、日照り","The prolonged drought destroyed most of the crops."
Section18,flood,"洪水 / 氾濫する","The flood caused extensive damage to homes and infrastructure."
Section18,earthquake,"地震","The earthquake measured 7.2 on the Richter scale."
Section18,volcano,"火山","The volcano erupted without warning and forced thousands to evacuate."
Section18,volcanic,"火山の","Volcanic ash covered the entire region."
Section18,eruption,"噴火、爆発","The eruption sent a plume of ash high into the atmosphere."
Section18,hurricane,"ハリケーン","The hurricane caused billions of dollars in damage."
Section18,famine,"飢饉（starvation / hunger）","The famine left millions of people in desperate need of food."
Section18,extinct,"絶滅した（⇔ extant）","Many species have become extinct due to habitat destruction."
Section18,extinction,"絶滅","Scientists warn that the rate of extinction is accelerating."
Section18,habitat,"生息地、生育環境","The construction project threatens the habitat of endangered birds."
Section18,conservation,"保護、保全（preservation）","Wildlife conservation efforts have helped some species recover."
Section18,conserve,"…を保護する、節約する","We must conserve water during the dry season."
Section18,species,"種（type / kind）","Over a thousand species are currently at risk of extinction."
Section18,ozone,"オゾン","The ozone layer protects the Earth from harmful ultraviolet rays."
Section18,greenhouse,"温室 / 温室効果の","Greenhouse gas emissions are the main driver of climate change."
Section18,renewable,"再生可能な（⇔ nonrenewable）","Solar and wind power are examples of renewable energy sources."
Section18,fossil fuel,"化石燃料","Burning fossil fuels releases carbon dioxide into the atmosphere."
Section18,contaminate,"…を汚染する（pollute / taint）","The factory contaminated the soil with hazardous waste."
Section18,contamination,"汚染","Water contamination forced residents to use bottled water."
Section18,erosion,"浸食、侵食","Soil erosion has made the farmland less productive."
Section18,erode,"浸食する、むしばむ","Heavy rainfall eroded the hillside."
Section18,disaster,"災害、惨事（catastrophe / calamity）","The earthquake was one of the worst natural disasters in decades."
Section18,devastate,"…を壊滅させる（destroy / ruin）","The typhoon devastated the coastal towns."
Section18,devastation,"壊滅、荒廃","The devastation caused by the tsunami was beyond imagination."
Section18,ecology,"生態学","She is studying ecology to understand the impact of urbanization."
Section18,ecological,"生態学の、生態系の","The ecological balance of the region has been disrupted."
Section18,sustainable,"持続可能な（⇔ unsustainable）","The company adopted sustainable practices to reduce its footprint."
Section18,sustainability,"持続可能性","Sustainability should be a core principle of urban planning."
Section18,atmosphere,"大気、雰囲気","Methane is a potent greenhouse gas in the atmosphere."
Section18,climate,"気候","Climate patterns have shifted noticeably in the past century."
Section18,warmth,"暖かさ、温かみ","Global warmth has increased due to rising greenhouse gas levels."
Section18,warming,"温暖化","Global warming is causing sea levels to rise."
Section18,dispose,"処分する、配置する","You should dispose of electronic waste at designated facilities."
Section18,disposal,"処分、廃棄","Proper waste disposal is essential for environmental protection."
Section18,wilderness,"荒野、原生自然","The national park preserves vast areas of wilderness."
Section18,preserve,"保護する、保存する / 保護区","We must preserve these forests for future generations."
Section18,preservation,"保護、保存","The preservation of cultural heritage is equally important."
Section18,glacier,"氷河","The glacier has retreated significantly over the past fifty years."
Section18,catastrophe,"大惨事（disaster / calamity）","A nuclear meltdown would be an environmental catastrophe."
Section18,debris,"残骸、がれき","Rescue workers searched through the debris for survivors."
Section18,avalanche,"雪崩","The avalanche buried the mountain village under meters of snow."
Section18,landslide,"地滑り、土砂崩れ","Heavy rains triggered a massive landslide."
Section18,endangered,"絶滅の危機にある","The panda is an endangered species."
Section18,deplete,"…を枯渇させる、使い果たす","Overfishing has depleted fish stocks in the ocean."
Section18,depletion,"枯渇、減少","The depletion of natural resources is a global concern."
Section18,biodiversity,"生物多様性","Protecting biodiversity is essential for a healthy planet."
Section19,assert,"断言する、主張する（claim / declare）","He asserted that the policy would benefit the economy."
Section19,assertion,"断言、主張","Her assertion was supported by extensive research data."
Section19,refute,"…を反駁する、論破する（disprove / rebut）","The scientist refuted the claim with experimental evidence."
Section19,persuade,"…を説得する（convince）","She persuaded her team to adopt the new strategy."
Section19,persuasion,"説得、説得力","It took a lot of persuasion to change his mind."
Section19,persuasive,"説得力のある（convincing / compelling）","He delivered a persuasive argument in favor of the reform."
Section19,controversy,"論争、議論（dispute / debate）","The new regulation sparked a heated controversy."
Section19,controversial,"物議を醸す、賛否両論の","The decision was highly controversial among experts."
Section19,rhetoric,"修辞学、レトリック / 美辞麗句","His speech was full of persuasive rhetoric."
Section19,dispute,"論争、紛争 / 異議を唱える","The border dispute has continued for decades."
Section19,advocate,"①支持者 ②…を主張する（support / promote）","She is a strong advocate for environmental protection."
Section19,consent,"同意、承諾 / 同意する（agree / approve）","Patients must give their consent before any surgical procedure."
Section19,premise,"前提（assumption / basis）","The argument is based on a false premise."
Section19,justify,"…を正当化する（defend / validate）","He tried to justify his actions by citing the emergency."
Section19,justification,"正当化、正当な理由","There is no justification for such behavior."
Section19,consensus,"合意、意見の一致（agreement）","The committee reached a consensus on the proposal."
Section19,concede,"①認める、譲歩する ②（敗北を）認める","He conceded that his initial estimate was inaccurate."
Section19,concession,"譲歩、容認","Both sides made concessions to reach an agreement."
Section19,proposition,"提案、命題（proposal）","The proposition was debated at length in the assembly."
Section19,propose,"①提案する ②プロポーズする","She proposed a new approach to solving the problem."
Section19,proposal,"提案、企画","The proposal was accepted by the board of directors."
Section19,neutral,"中立の、偏りのない（impartial）","The mediator remained neutral throughout the discussion."
Section19,unanimous,"全会一致の（united）","The jury reached a unanimous decision."
Section19,contradiction,"矛盾、反論","There is a clear contradiction between his words and actions."
Section19,contradict,"…と矛盾する、反論する","The new evidence contradicts the earlier findings."
Section19,paradox,"逆説、パラドックス","It is a paradox that economic growth sometimes increases poverty."
Section19,paradoxical,"逆説的な","The situation produced a paradoxical outcome."
Section19,contend,"①主張する ②競い合う","She contends that the current system is fundamentally flawed."
Section19,imply,"暗示する、ほのめかす（suggest / hint）","His silence seemed to imply agreement."
Section19,implication,"①含意、意味合い ②関与","The implications of the new technology are far-reaching."
Section19,valid,"妥当な、有効な（legitimate / sound）","Your argument is valid and well supported by evidence."
Section19,validity,"妥当性、有効性","Researchers questioned the validity of the study."
Section19,rational,"合理的な、理性的な（logical / reasonable）","We need to make a rational decision based on the facts."
Section19,rationale,"根拠、論理的根拠（reasoning / basis）","She explained the rationale behind the new policy."
Section19,bias,"偏見、先入観（prejudice）","The survey was criticized for its sampling bias."
Section19,biased,"偏った（prejudiced / partial）","The media coverage was clearly biased in favor of one side."
Section19,objective,"①客観的な（⇔ subjective） ②目標","Scientists must remain objective in their research."
Section19,subjective,"主観的な（⇔ objective）","Taste in art is largely subjective."
Section19,arbitrary,"任意の、恣意的な","The decision seemed arbitrary and lacked clear criteria."
Section19,skeptical,"懐疑的な（doubtful / questioning）","Many experts remain skeptical about the treatment's effectiveness."
Section19,skepticism,"懐疑主義、懐疑的態度","Healthy skepticism is essential in scientific research."
Section19,analogy,"類推、類似（comparison / parallel）","He drew an analogy between the human brain and a computer."
Section19,dilemma,"ジレンマ、板挟み","She faced a dilemma between accepting the job and staying with her family."
Section19,counter,"反論する / カウンター、対抗する","He countered the criticism with solid data."
Section19,coherent,"首尾一貫した、論理的な（logical / consistent）","She presented a coherent argument that convinced the audience."
Section19,plausible,"もっともらしい、妥当な","His explanation sounded plausible but lacked evidence."
Section19,deduce,"推論する、演繹する（infer / conclude）","From the evidence we can deduce that the suspect was present."
Section19,deduction,"推論、演繹 / 控除","His deduction proved to be correct."
Section19,induce,"①誘導する ②帰納する","The study induced a change in how researchers approach the topic."
Section19,infer,"推論する、推測する（deduce / conclude）","We can infer from the results that the hypothesis was correct."
Section19,inference,"推論、推測","The inference was based on limited data."
Section19,rebut,"反論する（refute / counter）","The lawyer rebutted every point made by the prosecution."
Section19,deliberate,"①慎重な ②故意の / 熟考する","After deliberate consideration the committee approved the plan."
Section19,deliberation,"審議、熟慮","After lengthy deliberations the jury delivered its verdict."
Section20,compassion,"同情、思いやり（sympathy / empathy）","She showed great compassion toward the victims."
Section20,compassionate,"思いやりのある（sympathetic / caring）","A compassionate leader listens to the concerns of others."
Section20,arrogant,"傲慢な、横柄な（haughty / conceited）","His arrogant attitude alienated many of his colleagues."
Section20,arrogance,"傲慢さ","His arrogance prevented him from accepting constructive criticism."
Section20,humble,"謙虚な、質素な（modest）","Despite his success he remained humble."
Section20,stubborn,"頑固な、意地っ張りな（obstinate）","She is too stubborn to admit her mistake."
Section20,generous,"寛大な、気前の良い（liberal / magnanimous）","He made a generous donation to the charity."
Section20,generosity,"寛大さ、気前の良さ","Her generosity helped many families in need."
Section20,envy,"うらやむ / うらやみ（jealousy）","She could not help feeling envy toward her successful friend."
Section20,envious,"うらやましがる、ねたましい（jealous）","He was envious of her rapid career advancement."
Section20,gratitude,"感謝（thankfulness / appreciation）","I want to express my gratitude for your support."
Section20,grateful,"感謝している（thankful / appreciative）","She was grateful for the opportunity to study abroad."
Section20,grief,"深い悲しみ、悲嘆（sorrow / mourning）","He was overcome with grief after the loss of his father."
Section20,grieve,"深く悲しむ、嘆く","She grieved for months after the tragic event."
Section20,irritate,"…をいらいらさせる（annoy / bother）","His constant interruptions irritated everyone in the meeting."
Section20,irritation,"いらだち、刺激","She could not hide her irritation at the delay."
Section20,moody,"気分屋の、不機嫌な","He has been moody ever since he lost his job."
Section20,indifferent,"無関心な（apathetic / unconcerned）","She seemed indifferent to the criticism."
Section20,indifference,"無関心","Public indifference to the issue allowed it to worsen."
Section20,affection,"愛情、好意（fondness / attachment）","She has deep affection for her childhood hometown."
Section20,affectionate,"愛情深い（loving / tender）","He is an affectionate father who always puts his children first."
Section20,conscience,"良心、道義心","His conscience would not let him ignore the injustice."
Section20,conscientious,"良心的な、誠実な（diligent / thorough）","She is a conscientious worker who never cuts corners."
Section20,temper,"気質、気性 / 怒り","He has a short temper and gets angry easily."
Section20,melancholy,"憂鬱、物悲しさ / 憂鬱な","A sense of melancholy filled the room after the farewell."
Section20,timid,"臆病な、おずおずした（shy / fearful）","The timid child hid behind his mother at the party."
Section20,cynical,"皮肉な、冷笑的な（skeptical / distrustful）","He became cynical about politics after the scandal."
Section20,sentiment,"感情、意見（feeling / emotion）","Public sentiment has shifted in favor of the reform."
